Cid,Locnum,Target
TZVP9XI,0,840
TZVP9XI,1,657
PUJNJCT,0,841
PUJNJCT,1,846
PUJNJCT,2,659
PUJNJCT,3,665
PUJNJCT,4,668
MLGDIU9,0,652
Z7UE87T,0,841
Z7UE87T,1,655
Z7UE87T,2,661
NPATSRL,0,841
NPATSRL,1,845
NPATSRL,2,661
NPATSRL,3,665
RHCVNU0,0,652
OVV0VSR,0,651
CL8H9Q5,0,652
FCJQM2D,0,651
3MD2G3W,0,651
3MD2G3W,1,656
MXATQZH,0,652
Z5CGJGN,0,745
UPM1NXI,0,652
DE9OD24,0,653
5OM9M4R,0,841
4OB765D,0,840
4OB765D,1,656
4OB765D,2,661
INCVW0O,0,665
3K45K1X,0,652
H5SYLYI,0,651
M7426IC,0,651
H1U8SHC,0,653
2QOM7RG,0,841
2QOM7RG,1,846
9C2QXFC,0,842
5AXPYM6,0,840
5AXPYM6,1,845
5AXPYM6,2,661
CNW25T1,0,841
CNW25T1,1,656
2RS6WNJ,0,841
RET0TTU,0,840
RET0TTU,1,656
QMHK1VG,0,652
XCZD6QW,0,652
51NOW2V,0,653
H6ICQRM,0,652
KJ45QM4,0,840
KJ45QM4,1,658
05PL10F,0,840
FZD7ZYY,0,652
9ZYG02X,0,651
ORZROKD,0,841
SE7B0GK,0,841
SE7B0GK,1,846
SE7B0GK,2,849
SE7B0GK,3,665
N1M507O,0,651
N1M507O,1,654
N1M507O,2,660
N1M507O,3,665
N1M507O,4,669
DEDTXPL,0,839
NJH78D4,0,842
1RQ5N9U,0,841
1RQ5N9U,1,844
1RQ5N9U,2,661
1RQ5N9U,3,666
INF7RMD,0,652
POJQDNI,0,840
POJQDNI,1,657
0I9AY9X,0,841
IEFPTUJ,0,840
IEFPTUJ,1,657
IEFPTUJ,2,661
8BTKT7A,0,651
L01QQLE,0,652
L01QQLE,1,655
LE8XHGS,0,652
YBCP3EL,0,651
EMF3LSS,0,652
E8CSYTZ,0,651
ZY2CICT,0,841
ZY2CICT,1,845
ZY2CICT,2,661
ZY2CICT,3,665
YCB15C3,0,651
G4M0T6H,0,652
G4M0T6H,1,656
T1AIFH9,0,651
FEJ19X2,0,840
FEJ19X2,1,656
38CMBKX,0,840
38CMBKX,1,656
38CMBKX,2,660
IP4PZ2E,0,652
535ZOVM,0,653
535ZOVM,1,657
XIQMTWL,0,843
LHP1VYQ,0,651
HXS65FQ,0,650
WLCR9WS,0,840
WLCR9WS,1,844
WLCR9WS,2,659
DD92CKC,0,652
B91A6WJ,0,651
VKEQKFS,0,652
866U3JV,0,651
P4PQLAR,0,651
3QHIE6X,0,840
FE576X1,0,652
WNBCP0I,0,841
WNBCP0I,1,658
WEANETR,0,653
94LJ9O1,0,651
WJXNR60,0,651
WJXNR60,1,655
JSWZ1GI,0,842
QQWSCNB,0,841
GU7MEFG,0,840
BWHC8TB,0,650
BWHC8TB,1,656
1YZPPIE,0,841
QD6RO1L,0,841
QD6RO1L,1,657
7YVCLUC,0,651
8MWIYK8,0,839
7MYU4EX,0,651
EKRHU9E,0,841
PNMOJ2I,0,651
PNMOJ2I,1,655
1NQPZET,0,652
8GW7L8D,0,653
8GW7L8D,1,655
R0T0RZF,0,666
6ZRIUAK,0,650
N306MFP,0,653
FD94SFV,0,652
F8QKUNU,0,652
42RASQA,0,650
UPQCKIK,0,659
NYICUQD,0,652
HEESMG6,0,842
BPEC7PT,0,652
C3FRL5Y,0,653
SKCTLVE,0,650
SKCTLVE,1,654
XG2SEOU,0,651
TR0RBOS,0,652
TR0RBOS,1,656
P5493TD,0,653
P5493TD,1,664
TOE6K74,0,841
TOE6K74,1,658
TOE6K74,2,661
WDXB7N6,0,653
PHO7PJN,0,840
PHO7PJN,1,655
AN85Z2Z,0,652
X4W7ZUR,0,654
X68SUGR,0,841
LQXIQYK,0,841
LQXIQYK,1,844
LQXIQYK,2,660
8E9H40I,0,842
60VB3HB,0,841
60VB3HB,1,844
60VB3HB,2,661
60VB3HB,3,664
KRTW8K2,0,651
O31ZHLI,0,652
72VKQF4,0,840
J5OKD04,0,840
J5OKD04,1,657
DXMYS6F,0,652
ZWY72CG,0,651
8XUWVMW,0,652
JF45SQU,0,652
G2DNFSU,0,653
G2DNFSU,1,656
SZBRCPM,0,841
OX6YK4X,0,652
M3M8GMJ,0,659
9G9U5V9,0,654
VD959PS,0,843
VD959PS,1,847
VD959PS,2,661
HTQCML2,0,653
UQKWVZ0,0,840
UQKWVZ0,1,655
UQKWVZ0,2,659
UQKWVZ0,3,666
UQKWVZ0,4,669
GYAI0XA,0,841
GYAI0XA,1,655
V23JWNX,0,840
V23JWNX,1,845
V23JWNX,2,660
V23JWNX,3,664
V23JWNX,4,669
8IKWD1L,0,764
Y66EU54,0,653
1PDRNR9,0,651
AOMKUH7,0,840
AOMKUH7,1,657
AOMKUH7,2,663
NJDUUUU,0,693
YWLN6QA,0,840
4E8GZ3U,0,651
1JYG96D,0,651
KFQL9QP,0,652
HJ6XND0,0,841
CFIF0M9,0,652
HA7C00U,0,665
T1ZCGW8,0,652
E6BQGX9,0,765
YZ9F7XL,0,651
YHJ7N7F,0,841
YHJ7N7F,1,657
T0SRDBS,0,652
CQWLL8M,0,652
CQWLL8M,1,655
LPWXGLV,0,841
LPWXGLV,1,657
P4MAWAE,0,652
F1224G6,0,841
AAKYVQE,0,652
4OJYTFQ,0,653
YO32TSY,0,652
BX9W5Y6,0,652
Q5ZLAS3,0,651
Q5ZLAS3,1,658
Q5ZLAS3,2,661
Q5ZLAS3,3,665
6K288ZK,0,841
6K288ZK,1,656
X0S75X8,0,651
AUKA1PP,0,841
1K5Q1I1,0,650
GR7JMK2,0,651
A9B0O6O,0,840
A9B0O6O,1,658
E85674G,0,840
5WJYF5Z,0,653
NJZ702B,0,650
R7CBYT2,0,651
725C6RM,0,652
YZBJA7H,0,653
B0AVBOO,0,653
8WOMMUY,0,651
EKWCCSM,0,840
M3CW9JW,0,764
W5IGHZN,0,652
734EMCU,0,841
734EMCU,1,844
734EMCU,2,660
734EMCU,3,665
734EMCU,4,671
XNMSY0X,0,839
9AAQ6OD,0,652
X1IDYQH,0,840
X1IDYQH,1,656
IXR1A2N,0,653
5IY1SHV,0,841
5IY1SHV,1,656
5IY1SHV,2,660
OLVGBA3,0,693
E0YS95Z,0,653
E0YS95Z,1,657
WAR3ISY,0,649
8WOE499,0,667
8WOE499,1,671
VUXKQM0,0,841
VUXKQM0,1,656
VUXKQM0,2,660
0ABR124,0,840
0ABR124,1,844
0ABR124,2,660
QQYPTBB,0,652
8RJZ9VC,0,652
12VOJKK,0,841
12VOJKK,1,657
W9W0U6Y,0,842
W9W0U6Y,1,846
W9W0U6Y,2,660
DB53K1O,0,840
E0SA05B,0,840
E0SA05B,1,844
151PXMN,0,652
UHAACUT,0,652
E3OV9N9,0,649
2P1NVYS,0,651
U9JZMUK,0,840
CNP47J9,0,651
KF6F0EV,0,659
RD3SVT7,0,652
HG2Z0IV,0,842
HG2Z0IV,1,658
GW4FBYG,0,652
Z808H7T,0,652
FAILRNU,0,651
JUW0N46,0,650
ZG9FIW3,0,842
H714FXU,0,652
I5NKKUW,0,653
7ATSY1R,0,665
3VO7H15,0,652
3VO7H15,1,657
4RTCRVU,0,839
4RTCRVU,1,654
4RTCRVU,2,659
USK9HO1,0,653
F1EIN8R,0,652
KA5CZU2,0,841
KA5CZU2,1,656
KA5CZU2,2,661
52I8BHF,0,840
52I8BHF,1,656
52I8BHF,2,660
P2QN5NK,0,651
A1RU8LO,0,651
32MP4M1,0,840
32MP4M1,1,846
32MP4M1,2,662
32MP4M1,3,665
QDOMBN2,0,652
AK6F98B,0,842
AK6F98B,1,655
O34CMAU,0,651
O34CMAU,1,656
Z8EA0GG,0,840
Z8EA0GG,1,658
79KP2HO,0,764
W5I9QFC,0,763
1FB06LS,0,840
1FB06LS,1,657
1FB06LS,2,661
3TYYAQE,0,841
3TYYAQE,1,656
3TYYAQE,2,662
19TC76P,0,649
VNSG4BV,0,651
2K8A3HL,0,652
2K8A3HL,1,657
PGEKBAL,0,841
S96A33R,0,839
S96A33R,1,844
AT3U50X,0,652
LZ2EETC,0,841
LZ2EETC,1,656
AOZS6D1,0,842
4ZZSYRY,0,651
QFYCNKQ,0,651
8B532YE,0,841
8B532YE,1,658
E3DHBVX,0,840
E3DHBVX,1,844
E3DHBVX,2,659
E3DHBVX,3,665
8RGZ20M,0,652
FERGEWK,0,652
UG2GPZR,0,652
6UAJGKX,0,840
6UAJGKX,1,844
6UAJGKX,2,850
IT1Q9BE,0,841
IT1Q9BE,1,846
IT1Q9BE,2,660
4JA41O0,0,842
4JA41O0,1,657
9ONYJDP,0,841
9ONYJDP,1,658
9ONYJDP,2,661
O7KCQ7F,0,843
YTGQ6KJ,0,653
V9ALLOU,0,841
V9ALLOU,1,656
BQFEY2X,0,839
BQFEY2X,1,844
BQFEY2X,2,848
BQFEY2X,3,664
BQFEY2X,4,668
5HH0KJE,0,652
5HH0KJE,1,657
GVGNCQM,0,659
522YPYS,0,665
B7ZWZA5,0,651
BFLSUDJ,0,652
5EEZKU8,0,840
KCZNJNN,0,841
KCZNJNN,1,656
RJMDXLE,0,651
OD5ALV6,0,840
OD5ALV6,1,657
OD5ALV6,2,662
0W29HFG,0,840
ORTAT5M,0,841
ORTAT5M,1,845
ORTAT5M,2,660
ORTAT5M,3,665
ORTAT5M,4,669
UHR13SW,0,840
UHR13SW,1,844
4IFSQ4P,0,652
FK6YBK9,0,840
FK6YBK9,1,844
FK6YBK9,2,660
FK6YBK9,3,665
FK6YBK9,4,670
FK6YBK9,5,674
FK6YBK9,6,678
WWOM5MF,0,840
WWOM5MF,1,845
WWOM5MF,2,661
1FM4RIT,0,654
DP1MMRN,0,652
1X5RA25,0,653
6MPCVMN,0,652
GR6SUFT,0,840
GR6SUFT,1,844
GR6SUFT,2,660
GR6SUFT,3,664
KG2RU22,0,651
HB9VV8C,0,653
IB9KOE1,0,693
206278X,0,652
B5OYGQR,0,651
XZWE0VX,0,841
XZWE0VX,1,656
XZWE0VX,2,660
XZWE0VX,3,664
UU9MUKU,0,764
ZTCB8WE,0,652
EYO6AMY,0,764
RI5O4NR,0,839
RI5O4NR,1,656
UG05FXB,0,652
74HI6UU,0,842
P0CFI7X,0,665
DTKESLZ,0,840
DTKESLZ,1,656
QV70YK3,0,841
QV70YK3,1,845
QV70YK3,2,661
MIYJIE6,0,841
MIYJIE6,1,655
NKXJQCZ,0,843
NKXJQCZ,1,845
NKXJQCZ,2,660
SHCH2KS,0,842
SHCH2KS,1,656
B50RFOW,0,651
B50RFOW,1,655
B50RFOW,2,659
Q3IH11V,0,840
Q3IH11V,1,845
Q3IH11V,2,659
Q3IH11V,3,663
Q3IH11V,4,668
Q3IH11V,5,673
Q3IH11V,6,389
Q3IH11V,7,681
MUBKJNI,0,840
MUBKJNI,1,655
G4DO0KB,0,652
G4DO0KB,1,656
MJ73494,0,840
MJ73494,1,750
GSZDINT,0,652
YIP4YY7,0,652
STTGC9U,0,841
STTGC9U,1,657
STTGC9U,2,662
2D88XFB,0,839
2D88XFB,1,845
2D88XFB,2,661
2D88XFB,3,665
2EC50GM,0,653
QHP80IG,0,653
QHP80IG,1,656
O2ZY7UJ,0,840
O2ZY7UJ,1,847
O2ZY7UJ,2,851
O2ZY7UJ,3,666
O2ZY7UJ,4,670
5DVRJ7A,0,840
5DVRJ7A,1,657
4CM1O8P,0,765
2WK113M,0,651
UF4LWP6,0,652
15ATIVG,0,652
PL4ZVFU,0,652
L7G0YKY,0,652
7HTSBVX,0,840
G3I7E2C,0,651
G3I7E2C,1,655
G3I7E2C,2,659
G3I7E2C,3,664
SNSUQRW,0,841
SNSUQRW,1,657
P57Z6U9,0,765
LIYEQ25,0,841
LIYEQ25,1,655
D3CJYXW,0,841
D3CJYXW,1,845
D3CJYXW,2,662
F5TSFNX,0,651
23JT5U5,0,841
23JT5U5,1,655
KUCRBZX,0,840
KUCRBZX,1,657
6MQ4DKD,0,651
QRHW9F8,0,840
QRHW9F8,1,655
GDDMTUJ,0,651
GDDMTUJ,1,655
8BTTCNC,0,842
8BTTCNC,1,656
AD7849A,0,653
QIFKULA,0,650
C9L46PN,0,651
OQWQDNE,0,480
96DYD3Z,0,651
2X2WNVD,0,839
2X2WNVD,1,656
J0R4ZII,0,652
KEYIKNV,0,841
KEYIKNV,1,846
KEYIKNV,2,660
VIN3NAN,0,650
KIO4O3X,0,652
T04T7O7,0,839
Q93OGQY,0,651
SPBR6V8,0,842
SPBR6V8,1,845
SPBR6V8,2,660
SPBR6V8,3,665
SPBR6V8,4,669
3W7RWSQ,0,841
3W7RWSQ,1,846
3W7RWSQ,2,661
ORCS7DV,0,842
ORCS7DV,1,844
ORCS7DV,2,660
DEDY3ID,0,652
DEDY3ID,1,657
09N21SV,0,652
HZXTY66,0,841
HZXTY66,1,656
HZXTY66,2,660
KIOMROS,0,652
GDE4TLW,0,651
1ILP9D8,0,842
1ILP9D8,1,656
1ILP9D8,2,660
KD7548F,0,842
1OYT4IX,0,652
LJUJER4,0,653
LJUJER4,1,656
EY1NTH1,0,842
EY1NTH1,1,656
B3XD3DW,0,840
B3XD3DW,1,658
HF7TYYZ,0,839
GXEB68Z,0,650
DBZVS3R,0,651
UTH0QB1,0,653
FK5DJ4F,0,650
INOF1IZ,0,652
CB9232J,0,840
CB9232J,1,844
CB9232J,2,659
CB9232J,3,665
SUWJB2H,0,839
JHJCYG1,0,650
JHJCYG1,1,655
CFSEWFD,0,841
CFSEWFD,1,655
ICTVEV6,0,650
7IL802A,0,651
F4EAZ66,0,840
F4EAZ66,1,656
F4EAZ66,2,663
I2T3U1I,0,842
I2T3U1I,1,656
I2T3U1I,2,659
I2T3U1I,3,664
Y5HM6OG,0,653
3A91MB4,0,651
A74HEDE,0,653
N8C87Q8,0,652
QM7WTE8,0,652
9B89K11,0,651
A709KS5,0,650
A709KS5,1,768
T4IT52W,0,763
8DCJOHI,0,841
8DCJOHI,1,657
NQMPHIV,0,652
NQMPHIV,1,657
TXVI29Y,0,840
TXVI29Y,1,655
TXVI29Y,2,661
XCMF9XG,0,765
J47BICN,0,650
5CBN6TU,0,653
5CBN6TU,1,657
WM84OGR,0,840
WM84OGR,1,654
WM84OGR,2,661
SI0Y2GR,0,651
PC44NCJ,0,841
IXYAY50,0,763
IXYAY50,1,769
2CCBTJG,0,652
TS0WRWQ,0,764
ME7SIN2,0,659
BAS7FQT,0,653
AOEZUM1,0,651
Y4P7E0D,0,651
XWI4LV6,0,650
YY3LPBF,0,840
YY3LPBF,1,655
YY3LPBF,2,661
YY3LPBF,3,665
02WEYWV,0,653
59BNT1L,0,652
A6Q321C,0,652
E0A8GBM,0,654
E4QZPF7,0,840
FFBXB31,0,652
FY6CGKW,0,650
FY6CGKW,1,656
6XQOQKR,0,841
6XQOQKR,1,657
B55YAK1,0,651
MPHDN40,0,840
MPHDN40,1,656
VSOO5MM,0,841
VSOO5MM,1,845
VSOO5MM,2,661
VSOO5MM,3,665
8MDRXOT,0,652
PZI60VO,0,840
PZI60VO,1,656
PZI60VO,2,660
018O5YY,0,841
46I2K43,0,840
46I2K43,1,845
46I2K43,2,849
46I2K43,3,664
5W8Z5S1,0,840
5W8Z5S1,1,846
5W8Z5S1,2,850
2LBXU6A,0,652
BTH8OB2,0,652
R6LH2T1,0,839
R6LH2T1,1,656
R6LH2T1,2,661
TZ0ZXJB,0,651
ZXAG7LV,0,843
ZXAG7LV,1,845
ZXAG7LV,2,660
ZXAG7LV,3,665
EPBX7E2,0,652
EPBX7E2,1,655
EPBX7E2,2,661
LKF2GAI,0,650
VXIYPEX,0,653
ET7QUKR,0,764
ET7QUKR,1,769
CFHUJJS,0,652
L0AMQDE,0,842
L0AMQDE,1,657
L0AMQDE,2,661
NY5HW2U,0,651
HLRDNKY,0,653
HLRDNKY,1,769
HLRDNKY,2,662
GK1IVRL,0,651
T2KAPFW,0,650
T2KAPFW,1,656
600ARPL,0,652
VJQGQEI,0,840
GM2EBSH,0,665
UWFDXDW,0,651
TJGKW3G,0,664
LKL70RG,0,841
DJMIG3Q,0,653
0X45BHK,0,652
S87BKZS,0,650
BKABO1L,0,840
BKABO1L,1,656
F9WNVZR,0,653
10KRSWD,0,650
KZ5QK8L,0,651
9LF8MHB,0,840
9LF8MHB,1,657
9LF8MHB,2,662
FI122NT,0,844
FI122NT,1,846
FI122NT,2,662
L8B14KX,0,842
L8B14KX,1,657
ZJ49ES4,0,650
1L3JT3C,0,651
P6LA5H0,0,839
HO3WFVU,0,651
WZTGZAY,0,651
OUQKTWR,0,651
CSF6Z2O,0,652
AG7M2WO,0,839
DMVM3PX,0,839
DMVM3PX,1,656
KKYOHJY,0,840
KKYOHJY,1,846
KKYOHJY,2,659
XPVENTQ,0,653
EAKQTJ9,0,651
VEVPKEI,0,839
PBNYHZT,0,652
QN13ZWJ,0,652
CLS4XKS,0,652
NCV73LG,0,841
NCV73LG,1,658
NCV73LG,2,661
PPQSRDZ,0,652
XFWNUZU,0,840
XFWNUZU,1,844
XFWNUZU,2,849
XFWNUZU,3,854
XFWNUZU,4,670
XFWNUZU,5,674
ISGL1XI,0,841
1QWD367,0,652
OASKC1H,0,652
3ZL1AZF,0,650
ZH6DUJ6,0,842
MGV1U77,0,653
DS4ME99,0,842
DS4ME99,1,656
DS4ME99,2,660
DS4ME99,3,665
WNSX3C4,0,842
WNSX3C4,1,656
WNSX3C4,2,660
AZSHFIW,0,841
AZSHFIW,1,656
CUHOA1Q,0,840
VGQA0ZX,0,839
VGQA0ZX,1,845
VGQA0ZX,2,661
VGQA0ZX,3,665
Q4EAB7N,0,840
Q4EAB7N,1,845
Q4EAB7N,2,661
30RKQRD,0,653
Z1CQOVE,0,651
6DVH3P8,0,841
ZGSOAJM,0,652
R4YC3KB,0,665
D6CKW3N,0,839
D6CKW3N,1,656
4USLJXG,0,652
ASX3C6S,0,840
ZNCIF4V,0,652
ZH1I1R6,0,665
CR3G9IX,0,651
1Q8PXS4,0,653
1Q8PXS4,1,658
R6HYQVK,0,651
08GNM0H,0,842
08GNM0H,1,657
CBQMTRO,0,652
CBQMTRO,1,656
H3IDFS3,0,842
H3IDFS3,1,656
H3IDFS3,2,660
BSLYHH4,0,652
OJNR9BG,0,651
OJNR9BG,1,655
OJNR9BG,2,660
HGXWRR6,0,652
JNONYS6,0,841
JNONYS6,1,845
JNONYS6,2,661
388NATC,0,764
IP80WZX,0,763
KAAJYUW,0,842
KAAJYUW,1,657
ZMG449F,0,840
ZMG449F,1,657
AUOBRZI,0,765
AUOBRZI,1,767
9NM5HWZ,0,652
8CXYPBH,0,651
DMJEYGS,0,652
R1ZKN9N,0,840
EFR21XN,0,841
EFR21XN,1,847
EFR21XN,2,661
EFR21XN,3,664
EFR21XN,4,670
P3BR0CE,0,841
M098S1F,0,841
M098S1F,1,655
ZOG4UUY,0,652
E38HEDF,0,651
YQ84VCO,0,841
YQ84VCO,1,655
QI9X8N2,0,652
VAXAC4E,0,653
V6SAJRR,0,651
V6SAJRR,1,655
V6SAJRR,2,659
Q3V5P4O,0,842
Y7CBWGN,0,652
PDAZMP7,0,652
EFUQAYG,0,652
0RD18CK,0,650
125RGY2,0,650
BEW9AKL,0,651
XEZR2ZF,0,652
4QUVAM8,0,839
4QUVAM8,1,656
HU6S8OI,0,652
5SVASWG,0,651
BU3WRIE,0,841
BU3WRIE,1,845
KZ06NRG,0,652
KZ06NRG,1,654
C23C2UJ,0,840
C23C2UJ,1,655
BSL8X9S,0,653
PXXVAOR,0,650
MB27NF9,0,650
E2QOXB7,0,841
E2QOXB7,1,846
E2QOXB7,2,659
E2QOXB7,3,665
YY0KWRT,0,651
YY0KWRT,1,657
ZGFE8RQ,0,651
GY5P9NU,0,653
Y2JDBYM,0,653
12IU756,0,840
12IU756,1,657
BG649IR,0,653
4C2SA62,0,651
4C2SA62,1,655
IMH79N0,0,841
IMH79N0,1,845
IMH79N0,2,849
IMH79N0,3,854
IMH79N0,4,669
IMH79N0,5,673
BEM7AM7,0,841
2S7G7MM,0,652
SGEBHL0,0,845
RHIWB60,0,651
RHIWB60,1,657
Z9YJ5NZ,0,840
Z9YJ5NZ,1,655
Z9YJ5NZ,2,661
ES3G4JU,0,840
ES3G4JU,1,656
ES3G4JU,2,660
PCDO79I,0,840
PCDO79I,1,655
Z2TB074,0,654
J21563J,0,653
996L102,0,652
Z30WDCC,0,841
U1BR8JF,0,653
0IDO7KQ,0,653
Q66BPFB,0,652
ISAXFBO,0,651
YMD73TK,0,840
YMD73TK,1,656
BRBBOU6,0,651
79MRU6J,0,841
P8STY6K,0,840
A4WJ1IK,0,653
UM0WTRH,0,650
QZ52SQP,0,651
Y28B4BN,0,651
QPYIGZM,0,842
QPYIGZM,1,654
6J6ZDD2,0,839
GYRIR5V,0,653
894M7UB,0,652
894M7UB,1,656
MQZ1CY2,0,841
ZMS80YC,0,841
AEVICTA,0,651
00ICGWM,0,652
00ICGWM,1,656
C037QQY,0,652
JI7Q0L5,0,840
JI7Q0L5,1,844
JI7Q0L5,2,848
JI7Q0L5,3,664
JI7Q0L5,4,670
4BQ46VV,0,839
4BQ46VV,1,655
T1R19W7,0,652
KBWBNQL,0,840
KBWBNQL,1,656
OHEI7MC,0,840
0HVLPR0,0,840
GNY79YT,0,842
GNY79YT,1,654
ETV6U4G,0,652
6T6WZZC,0,652
KO65P42,0,652
U8YCAMV,0,841
U8YCAMV,1,656
R8BHHBG,0,840
R8BHHBG,1,845
R8BHHBG,2,659
7VZFDO8,0,653
KKCVMM1,0,651
1635RZ0,0,652
1635RZ0,1,656
E8496ZP,0,654
TM517RS,0,653
A4KROWU,0,843
A4KROWU,1,657
YDDTMAX,0,842
YDDTMAX,1,656
G4MZ7DN,0,650
R3KEQSM,0,652
R3KEQSM,1,656
BBCD6ZV,0,839
BBCD6ZV,1,844
BBCD6ZV,2,661
HTEZJ12,0,841
HTEZJ12,1,658
2J13CD2,0,840
2J13CD2,1,657
E5H1BM7,0,651
E5H1BM7,1,655
S5O9SYM,0,840
S5O9SYM,1,656
B4I61HT,0,842
B4I61HT,1,657
B4I61HT,2,773
B4I61HT,3,664
PAXU4AS,0,765
YXZZ78I,0,650
YXZZ78I,1,656
DQ5BH7J,0,653
5U9H3OO,0,649
TIRPTKN,0,764
WGCM67B,0,841
WGCM67B,1,845
WGCM67B,2,850
WGCM67B,3,666
WGCM67B,4,677
OB0IURJ,0,842
OB0IURJ,1,657
OB0IURJ,2,660
NL9W8CU,0,840
NL9W8CU,1,656
NL9W8CU,2,660
LOP54F6,0,652
GGI0EQ6,0,653
QC96IW0,0,651
44EISC1,0,651
LL56UG3,0,651
C7UNU6F,0,651
PX8FF1Q,0,652
0TG9YMJ,0,843
0TG9YMJ,1,656
3E1G64A,0,841
OJMJQV7,0,651
OJMJQV7,1,656
LMOSPO9,0,841
LMOSPO9,1,656
2VWLP89,0,652
DNET4XI,0,652
N5O5F2E,0,839
N5O5F2E,1,656
N5O5F2E,2,659
ZFYHMDH,0,665
ZFYHMDH,1,670
HV1OMRT,0,842
HV1OMRT,1,658
HV1OMRT,2,661
VQV4TGQ,0,842
VQV4TGQ,1,657
VQV4TGQ,2,661
PN4AQYA,0,841
PN4AQYA,1,657
PN4AQYA,2,662
O88QNFZ,0,652
QOW55PW,0,650
WFIXBR1,0,840
4XEJFOT,0,840
4XEJFOT,1,657
8VFBO8M,0,840
MB53QLC,0,651
A1S7OFX,0,652
QEQGWP0,0,651
QEQGWP0,1,655
H9F4NWY,0,840
H9F4NWY,1,845
H9F4NWY,2,661
H9F4NWY,3,664
H9F4NWY,4,671
VXP7J7Y,0,844
VXP7J7Y,1,846
VXP7J7Y,2,851
2ZY9TC5,0,653
2ZY9TC5,1,655
2ZY9TC5,2,660
SZ4Z41X,0,653
MQHOUJT,0,839
MQHOUJT,1,656
MQHOUJT,2,660
I1GP355,0,765
TDNWN8Y,0,841
TDNWN8Y,1,846
TDNWN8Y,2,661
K9MUMWY,0,842
4TUTWBQ,0,653
BKXP22V,0,763
YKS7HRS,0,840
BQQHC6N,0,651
27983UP,0,840
27983UP,1,657
27983UP,2,661
VX06NV3,0,843
C2DP37C,0,841
YNLQ12W,0,653
KUQUZ6H,0,651
K7HYD7Z,0,650
R5NW1AZ,0,651
RVGBLH5,0,652
KS8Z8FL,0,653
9DL1VX4,0,652
9DL1VX4,1,656
9IAM257,0,651
0HAXG6F,0,651
13O8Q1B,0,652
IGMKD4J,0,650
FSEI742,0,665
F7Z8KLV,0,840
F7Z8KLV,1,656
F7Z8KLV,2,662
240EZSU,0,842
240EZSU,1,654
240EZSU,2,660
240EZSU,3,664
240EZSU,4,670
240EZSU,5,675
240EZSU,6,677
240EZSU,7,682
240EZSU,8,686
G5YNBGO,0,840
G5YNBGO,1,656
HDYSJ4T,0,659
VEUDBEH,0,840
DGTSCC6,0,652
Y8K4C9F,0,840
Y8K4C9F,1,845
Y8K4C9F,2,661
Y8K4C9F,3,667
Y8K4C9F,4,672
Y8K4C9F,5,675
2MN2TOI,0,841
2MN2TOI,1,656
ZM1IX21,0,839
BVDEJSV,0,665
UCWY0DY,0,651
D34U1HS,0,841
D34U1HS,1,655
Z2JJ2ZY,0,842
Z2JJ2ZY,1,846
Z2JJ2ZY,2,661
RMY37X3,0,652
RMY37X3,1,656
WJTY4ZD,0,844
WJTY4ZD,1,656
UAEFMK3,0,840
UAEFMK3,1,845
UAEFMK3,2,849
UAEFMK3,3,667
UAEFMK3,4,669
UAEFMK3,5,674
UAEFMK3,6,677
2ILM4KO,0,840
2ILM4KO,1,844
2ILM4KO,2,849
WBS15EN,0,840
WBS15EN,1,655
388L72K,0,651
OGPEOJ8,0,840
H5FHIPR,0,652
3KH1YI8,0,843
9HHUMGT,0,651
TWNNFXS,0,840
TWNNFXS,1,657
UZ9V0NO,0,841
4XWUM0H,0,840
0MOWCA4,0,840
0MOWCA4,1,656
0MOWCA4,2,661
0MOWCA4,3,666
LLAOH82,0,651
VFI9ICC,0,653
VFI9ICC,1,657
MGHER14,0,840
MGHER14,1,656
6JULUAY,0,653
WK20S97,0,651
V7EOV64,0,653
5VTO0H9,0,653
L4L1EP2,0,651
5SO6F1K,0,650
5SO6F1K,1,656
1YQOERW,0,651
36Q31GZ,0,652
O3F3MZB,0,652
O3F3MZB,1,657
ZYZFEE3,0,840
ZYZFEE3,1,845
ZYZFEE3,2,660
OOLRO4K,0,652
KC6HX3W,0,652
GCPOUFI,0,664
Q6M2P8A,0,839
Q6M2P8A,1,844
Q6M2P8A,2,661
Q6M2P8A,3,664
Q6M2P8A,4,669
HVFYMK5,0,659
PI2YP0P,0,651
WHQDTCP,0,652
WHQDTCP,1,658
RKKG2VC,0,652
RKKG2VC,1,655
8UM4AHC,0,765
8UM4AHC,1,769
XNVT1KD,0,840
XNVT1KD,1,654
0D1FTC0,0,839
0D1FTC0,1,655
8QOEKWQ,0,480
WG3CZDG,0,652
ANWLFZJ,0,652
KKL8KPO,0,650
8ERPNLK,0,840
8ERPNLK,1,655
8ERPNLK,2,660
BJXSQCY,0,841
BJXSQCY,1,846
XZZDZN0,0,653
DLRIJUG,0,653
DLRIJUG,1,656
VXDPL23,0,840
VXDPL23,1,845
VXDPL23,2,661
T0IBRRW,0,840
T0IBRRW,1,655
ZBNP36W,0,839
RE7EGHI,0,651
KR2KR47,0,652
HVDOHXB,0,840
E8R8VFV,0,654
YH4ZDL0,0,654
1MI44IM,0,653
1MI44IM,1,657
XB95N0W,0,841
XB95N0W,1,656
T2R1C20,0,653
CHZM8IE,0,653
CHZM8IE,1,657
ZHS1JXY,0,838
CTGD7AM,0,839
KJLJ6H2,0,841
RWJQIO4,0,654
RWJQIO4,1,656
MY57ZA0,0,651
