Cid,Locnum,Loctype,Clatitude,Clongitude,Vid
8OQCQY0,2.0,2.0,0.068594674,0.535412966,157.0
8OQCQY0,3.0,1.0,-0.367619231,0.644460909,20.0
FRBAFP4,4.0,2.0,0.595063542,0.512271548,79.0
FRBAFP4,5.0,2.0,-0.430259614,0.643135909,20.0
Y62V5P0,1.0,4.0,0.626403846,0.548946364,79.0
Y62V5P0,2.0,4.0,-0.384258826,0.64279367,20.0
5PZGC0H,0.0,2.0,-0.83127967,0.103564463,154.0
IUET6ZI,0.0,2.0,-0.062981472,0.540855209,149.0
YUTV194,2.0,2.0,-0.001524755,0.4857,303.0
6NAAD0S,0.0,2.0,0.079102158,0.534627455,157.0
9BYS4PI,0.0,1.0,0.60471446,0.558620272,79.0
PTQOOYC,0.0,2.0,-0.8581262,0.08804956,154.0
YYWX8G8,3.0,2.0,-0.39201917,0.628704412,20.0
22RGND7,0.0,1.0,2.240489286,0.727994151,243.0
V60UG6Q,0.0,2.0,-0.850655064,0.106143451,154.0
FGR8LCO,0.0,2.0,0.287756538,0.461204614,856.0
1B1UIYH,2.0,2.0,0.002735212,0.57062939,110.0
1B1UIYH,3.0,2.0,0.001068236,0.611925884,858.0
DGX5B50,2.0,1.0,0.535601923,0.530361136,115.0
EFCJAYX,1.0,2.0,0.503651679,0.553674187,28.0
2P3IH0X,0.0,4.0,-0.014672278,0.518164756,110.0
ZAVF6KV,0.0,1.0,-0.123790548,0.562033483,43.0
XYQPNUN,0.0,1.0,-0.894232379,0.158443703,83.0
9GZR2A4,2.0,1.0,0.272024263,0.49510999,856.0
ELRW3T0,0.0,1.0,0.263363082,0.519578129,856.0
F2X29GQ,0.0,1.0,-0.742621568,0.089535462,81.0
PM1XEPZ,2.0,2.0,-0.509939111,0.767129519,13.0
PM1XEPZ,3.0,2.0,0.262741189,0.565924351,76.0
PM1XEPZ,5.0,3.0,0.566669178,0.529668512,115.0
98D29PP,2.0,1.0,-0.589388095,0.755002929,4.0
W2RF0SD,1.0,4.0,0.535678955,0.570057574,578.0
GCAI1DU,1.0,1.0,-0.965772948,0.069990026,44.0
OJ8F1X0,0.0,2.0,-1.011751364,0.081502532,84.0
FODKOKN,1.0,3.0,-0.992679169,-0.09978885,459.0
NVW3HS2,1.0,1.0,-0.818239159,0.054310292,225.0
MSZLX2A,4.0,2.0,-0.605089985,0.78960876,4.0
3SB6TZF,1.0,3.0,0.245675411,0.536233603,76.0
9XQMO87,1.0,2.0,-0.466784908,0.749675468,13.0
IBIJDU1,2.0,1.0,-0.503025954,0.698288687,841.0
95IY6HP,0.0,3.0,-0.05120937,0.648629728,104.0
9VVKW5N,0.0,2.0,-0.980167839,0.10914706,84.0
VLELS52,0.0,2.0,-0.127598206,0.13850848,845.0
Z3HVCR7,1.0,1.0,-0.762895147,0.221702538,577.0
V90YD8L,0.0,2.0,-0.48278043,0.079470301,86.0
7KFP6TI,0.0,2.0,0.037869546,0.483799594,303.0
CQKIHUT,1.0,1.0,0.290521454,0.543101514,274.0
1773OCL,0.0,1.0,-0.361380673,0.732227775,271.0
4AJBFIP,0.0,2.0,-0.832071189,0.088892322,154.0
9APA7F9,0.0,1.0,0.235441209,0.490213274,856.0
GYD7VFZ,0.0,4.0,-0.468655137,0.082210422,86.0
S4Z8POS,1.0,2.0,-0.124918701,0.605545353,676.0
JJZN6VC,4.0,4.0,-0.347746833,0.728945988,271.0
HELTBYX,0.0,2.0,-0.059997597,0.525440889,149.0
PP5NWF5,1.0,2.0,-0.619049107,0.088106709,90.0
4SJVGNC,0.0,4.0,0.048403877,0.582418918,203.0
IXNVQGV,1.0,2.0,0.017489847,0.587908928,110.0
1E76K0B,0.0,2.0,-0.745836342,0.234741923,577.0
JYCN5IA,1.0,2.0,-1.164533608,0.1098972,55.0
DWWSU51,0.0,4.0,-0.477809292,0.122568426,846.0
DRH713A,0.0,1.0,-0.609207432,0.069629185,90.0
WDQZK23,0.0,2.0,-0.898091263,0.138526905,83.0
0DMNXLG,0.0,2.0,-0.714482733,0.090708884,81.0
GI0AAKD,1.0,2.0,-0.009832519,0.526446718,110.0
CPK2BVK,0.0,4.0,0.564348099,0.530765383,115.0
CPK2BVK,1.0,4.0,0.071920007,0.617489728,547.0
XILELDQ,0.0,2.0,-1.071192399,0.073341337,180.0
E7CBW4N,1.0,2.0,-0.964223839,-0.071326371,459.0
KBBHT3S,0.0,1.0,-0.011043819,0.599452332,858.0
JKH9US6,0.0,1.0,-0.627171709,0.162935769,197.0
BB9BWS2,0.0,2.0,-0.579942103,0.094142442,90.0
GZ65NZ0,1.0,2.0,0.289155774,0.542710428,274.0
GZ65NZ0,3.0,2.0,0.477452848,0.555178358,28.0
HSBL72U,1.0,2.0,-0.916276825,-0.104322905,161.0
FHX0GBA,1.0,1.0,-0.364702344,0.647881753,20.0
NZOH6B6,1.0,2.0,0.601258068,0.557266002,79.0
ZCFA63L,0.0,4.0,0.229070929,0.585896509,76.0
S68QEUY,0.0,1.0,0.324532267,0.526634168,274.0
S0IMRQ1,0.0,4.0,-0.08860129,0.645167994,134.0
RT9WQ69,0.0,2.0,-0.217288462,0.452411364,582.0
3W1UTT4,0.0,2.0,0.646343621,0.555977205,79.0
XPQNLMU,0.0,4.0,-0.647788232,0.184857494,197.0
M5YRIPE,0.0,2.0,-0.470905973,0.117759597,148.0
UJY1MXV,3.0,2.0,-0.596134367,0.792298589,4.0
7EN5EPN,1.0,2.0,-0.053381802,0.609464202,134.0
I6AT16S,0.0,1.0,-0.432071236,0.664657951,20.0
T0US8NA,0.0,1.0,-0.595620973,0.761316566,4.0
ZFE9NYM,0.0,2.0,1.72817334,0.727867415,192.0
VL0C5PP,0.0,1.0,-0.828834229,0.16632663,299.0
7PM7UH4,2.0,4.0,-0.356560671,0.687888949,271.0
95ZSXJ4,2.0,2.0,-0.793749575,0.108800971,225.0
VUJ856F,0.0,2.0,0.536888943,0.569943609,578.0
Y0NIFN7,0.0,2.0,-0.631714447,0.064049123,90.0
PMGTHGX,3.0,1.0,-0.149728397,0.477671138,67.0
S2WZ5U3,1.0,2.0,-0.432588315,0.046315302,419.0
MJI67PF,1.0,1.0,-1.026233901,0.076005527,84.0
R1AB1UN,1.0,2.0,0.56371558,0.528443135,115.0
6CGX3WN,1.0,1.0,-0.787998649,0.12517618,225.0
214940O,2.0,1.0,-0.863790811,0.120475334,154.0
P86TR51,0.0,3.0,-0.676777373,0.069444593,81.0
E2VECVG,0.0,2.0,-0.522273601,0.024208113,86.0
O81MJMB,0.0,3.0,-0.71927723,0.23006567,577.0
H9WM6PU,0.0,3.0,-0.009643438,0.605310521,858.0
XPZ70GD,0.0,1.0,-0.406670691,0.121249517,846.0
XPZ70GD,1.0,1.0,-0.970394164,0.080434982,44.0
OC5VKBP,2.0,1.0,-0.084249473,0.648509709,134.0
OC5VKBP,3.0,1.0,-0.496669338,0.699044582,33.0
7LC3DZI,1.0,2.0,0.659490994,0.542044678,79.0
L60LSVY,0.0,1.0,0.610456631,0.554758419,79.0
AFVYLS7,1.0,2.0,0.632658145,0.555635553,79.0
ZXCONDE,1.0,2.0,-0.431470779,0.642448992,20.0
G3XNJ1V,0.0,3.0,0.623627242,0.507924236,79.0
S5IVPPG,0.0,2.0,0.250388105,0.566274983,76.0
I6SNXBF,0.0,2.0,-0.574989517,0.740148022,4.0
I6SNXBF,2.0,2.0,-0.025842764,0.630183005,104.0
493DGOB,0.0,1.0,-0.076068778,0.595916874,134.0
5UJ4F7L,0.0,1.0,0.083112353,0.585676305,547.0
ISABUC6,1.0,3.0,0.554684923,0.547179736,115.0
M2AG46T,1.0,2.0,-0.749185577,0.229904523,577.0
IQ3HW24,0.0,2.0,0.253303785,0.580286315,76.0
Y5AJ194,0.0,1.0,-0.569781114,0.731304306,4.0
D1GBUCZ,0.0,2.0,-0.454547488,0.039818565,419.0
RSVAQZW,0.0,2.0,-0.108430472,0.559062989,43.0
3394ST0,0.0,2.0,-0.612208379,0.122290397,90.0
NU1OVTU,1.0,4.0,-0.971699423,0.076704817,44.0
98E2CMM,1.0,3.0,-0.977363862,-0.087420249,459.0
A702DBA,2.0,2.0,1.711645773,0.766188198,192.0
LDVNFZE,0.0,2.0,0.032120197,0.567892181,110.0
92PBEM4,1.0,2.0,2.163542545,0.711535904,855.0
S1HDIRO,0.0,1.0,0.540510306,0.556987516,578.0
S1HDIRO,1.0,2.0,-0.634904402,0.193483996,197.0
T1956RO,1.0,2.0,0.255414991,0.54164539,76.0
SWP9BO4,0.0,2.0,-1.783916966,0.039928292,196.0
H9NNGHA,0.0,1.0,2.322607083,0.704182688,199.0
H9NNGHA,1.0,2.0,-0.063838227,0.606727824,134.0
NDRCJLE,2.0,2.0,-0.707704976,0.089324749,81.0
E7WCVKD,0.0,4.0,-0.146091309,0.536353365,43.0
KGGALUW,0.0,2.0,-0.659012056,0.073433045,398.0
H4PQ74E,2.0,2.0,-0.551131202,0.747042337,4.0
10NS5UZ,0.0,1.0,0.646689207,0.516306901,79.0
W4T8URV,0.0,1.0,-0.565510166,0.131029674,583.0
5605RO2,1.0,2.0,-0.536663766,0.069709194,86.0
U31BNUR,4.0,2.0,0.011498498,0.630237952,858.0
6Y5PBS5,0.0,3.0,0.642757476,0.515014722,79.0
ZWJHLQW,2.0,2.0,-0.369744578,0.7271516,271.0
EGKYGBG,1.0,2.0,-0.972219282,0.151195771,83.0
OARMSF4,0.0,1.0,-0.081910872,0.619128939,134.0
1L0DZHK,2.0,4.0,0.286126284,0.493220092,856.0
38JDLVH,0.0,4.0,-0.74044765,0.235113193,577.0
75Y3H3I,0.0,2.0,-0.131343737,0.524401533,43.0
Z5HQVQ3,5.0,1.0,-0.630462094,0.102379567,90.0
Z62M4K1,0.0,2.0,-0.159603932,0.447771127,582.0
Z62M4K1,1.0,4.0,-0.017773912,0.491513993,149.0
6T55Y59,0.0,3.0,-0.437816707,0.737291206,13.0
SFALXRR,0.0,2.0,-0.5981547,0.193394081,78.0
WAA84CS,1.0,1.0,0.600831447,0.512825363,79.0
18NSFPK,1.0,1.0,-0.610005159,0.034616618,145.0
Z6R9NVH,0.0,1.0,-0.540592284,0.177168241,78.0
47R8NK0,2.0,3.0,0.041325127,0.603733944,547.0
47R8NK0,4.0,2.0,0.531121443,0.510986678,578.0
CRI29U9,0.0,2.0,-0.051672272,0.491482752,149.0
2CJHHP8,2.0,2.0,-0.515963627,0.761627681,33.0
UQEW4PO,0.0,2.0,-0.023570833,0.631415494,104.0
UQEW4PO,1.0,2.0,-0.536354826,0.738445781,33.0
ZE35Y2O,1.0,2.0,0.476949088,0.555041771,28.0
ZE35Y2O,2.0,1.0,-0.297749104,0.73129321,271.0
XZ9D9AO,0.0,1.0,0.467949707,0.55477755,28.0
B6JCZV2,0.0,2.0,-0.617448213,0.128693409,90.0
8WTL2F7,4.0,1.0,-0.530287991,0.0842266,86.0
AHMPSKY,2.0,1.0,0.515255769,0.566201364,28.0
NM5WXIK,3.0,2.0,0.502989502,0.524346868,28.0
NM5WXIK,6.0,2.0,0.038033142,0.551126567,110.0
OT5DK5L,0.0,1.0,-0.020007424,0.483840742,149.0
UXFRGM0,0.0,3.0,-0.88213721,0.068213405,154.0
HKO79O6,0.0,2.0,-0.725851848,0.046863174,81.0
JHH17S7,0.0,2.0,-0.028722831,0.472415446,303.0
37OZA05,2.0,2.0,-0.036096422,0.528303649,149.0
FVZF4W4,3.0,3.0,-0.057746394,0.543045172,149.0
ZIRF2Y7,0.0,2.0,0.242319712,0.610879152,76.0
CXABMOG,0.0,2.0,0.050053718,0.577037599,110.0
NEB2ZXH,0.0,2.0,-0.636456137,0.131175475,398.0
BP0AORQ,1.0,2.0,-0.050947449,0.652158602,104.0
2AN88EB,1.0,4.0,0.567869795,0.559927827,115.0
2AN88EB,2.0,2.0,-0.019440773,0.483840549,149.0
HWX0W26,0.0,3.0,-0.851587368,-0.151388648,161.0
U5GRYD4,1.0,1.0,-0.83634775,0.058117022,189.0
8MJME57,2.0,2.0,2.330131649,0.663677744,199.0
B27AWXL,0.0,1.0,0.047193801,0.596098809,547.0
ZI7PUH8,0.0,2.0,-0.44022708,0.049106476,419.0
T5179RL,2.0,1.0,-0.489471424,0.787425555,33.0
QICRASK,0.0,4.0,-0.795466131,-0.096457464,193.0
VALTW2W,0.0,1.0,-0.803365014,0.123061395,225.0
78S082I,0.0,1.0,-0.038817021,0.538417599,149.0
34V0VUF,1.0,2.0,-0.000860184,0.540975805,110.0
Q1W7L98,0.0,2.0,-1.760493222,0.019784293,196.0
4D2NDTQ,1.0,2.0,-0.475922587,0.66514078,176.0
WZZSS7I,0.0,2.0,-0.650877742,0.165395477,197.0
1GNVLDI,0.0,2.0,-0.490584458,0.117066185,148.0
5M5Y6AR,0.0,1.0,-1.031977147,0.076573159,84.0
W54MJ10,4.0,4.0,0.01873443,0.48477856,303.0
MHL4RP4,1.0,1.0,0.239950054,0.586074053,76.0
MHL4RP4,3.0,1.0,0.008516277,0.554345683,110.0
FZETZLG,2.0,3.0,0.037871154,0.483799318,303.0
UTQX0R2,0.0,2.0,0.21833909,0.582732706,76.0
UTQX0R2,2.0,4.0,0.065931048,0.615832857,547.0
D1OB63Z,1.0,2.0,0.07230451,0.598955098,547.0
FAXX26O,0.0,2.0,0.220085461,0.586794325,76.0
159XWUT,0.0,2.0,1.996203818,0.722656403,573.0
Y3OGIXZ,3.0,2.0,-0.491965731,0.698188902,841.0
Y3OGIXZ,4.0,2.0,-0.089454366,0.634537999,134.0
BM3CURE,0.0,1.0,0.614753508,0.54193251,79.0
WLVR4BL,0.0,1.0,-0.444380243,0.038679388,419.0
A0XQ9UC,0.0,2.0,-0.540279184,0.17723301,78.0
DXYODT9,1.0,1.0,-0.936298158,0.15639465,83.0
KKBSSI2,1.0,2.0,-0.658304423,0.727722568,391.0
ILLC59C,0.0,2.0,-0.118947675,0.157582781,845.0
20LFC2C,1.0,2.0,0.594718972,0.510740938,79.0
CHCBV4J,1.0,2.0,-0.601060631,0.07951363,90.0
H2CVKV7,0.0,2.0,-0.034737482,0.651072952,104.0
887G7RZ,5.0,1.0,0.27407098,0.493584323,856.0
PGBNCRE,0.0,1.0,0.657067751,0.540065024,79.0
SGEXZN3,0.0,2.0,-1.801678006,0.011173792,196.0
TGI25KJ,1.0,2.0,-0.112559615,0.566430909,43.0
RU1O11J,2.0,2.0,-0.719743893,0.077207187,81.0
1PZSTDD,0.0,1.0,-0.770907692,0.231976136,577.0
WDNFLP6,5.0,2.0,-0.179916279,0.493245719,67.0
WDNFLP6,7.0,2.0,2.01392548,0.748736544,573.0
WDNFLP6,8.0,1.0,0.016296059,0.448362103,303.0
WDNFLP6,9.0,1.0,-0.513137691,0.03812147,86.0
3Z768FE,0.0,2.0,-0.22270521,0.493783965,67.0
7U9RBAX,0.0,2.0,-0.85289868,-0.154419849,161.0
CF29OER,0.0,2.0,-0.12417776,0.585070019,43.0
CF29OER,2.0,2.0,-0.588495358,0.755278632,4.0
EI2C2YH,5.0,3.0,0.341407886,0.554552243,274.0
BQMRSTQ,0.0,2.0,-0.934603331,0.085176818,44.0
GZSRT2O,0.0,2.0,-1.00350006,-0.083601149,459.0
6QHK8GD,2.0,2.0,-0.434796379,0.642522404,20.0
6QHK8GD,3.0,2.0,-0.557009285,0.757462637,4.0
R2RUEXA,1.0,2.0,0.213132301,0.58184487,76.0
JBBWZ58,0.0,2.0,-0.120797043,0.147374385,845.0
WTO47OZ,0.0,2.0,-0.153228724,0.538683534,43.0
PAJZSDJ,1.0,1.0,0.281396975,0.483317304,856.0
PAJZSDJ,2.0,2.0,-0.046387742,0.53086075,149.0
DCH8087,0.0,1.0,-0.881500473,0.117674955,154.0
X6E2LDH,0.0,2.0,2.301783154,0.707596409,199.0
WXP417M,2.0,2.0,0.003588123,0.487188044,303.0
VYO8OOH,2.0,4.0,-1.055067223,0.057350553,180.0
OY9KUN9,0.0,3.0,0.226781535,0.512828744,856.0
V1SP0OW,0.0,1.0,-1.570081121,-0.026144917,849.0
0WQH4S0,1.0,1.0,-0.71905276,0.215737187,577.0
6LC5090,1.0,2.0,-0.588902971,0.082368755,90.0
BOZN36T,3.0,3.0,-0.52545712,0.059416979,86.0
T2CR89W,0.0,2.0,-0.126918267,0.154995821,845.0
AK76U3U,1.0,2.0,-0.568851923,0.758169773,4.0
AK76U3U,2.0,1.0,-0.428440385,0.643082273,20.0
XXER8EX,0.0,2.0,-0.197890289,0.492877196,67.0
Y8IG9MT,0.0,2.0,-0.581968357,0.072741919,90.0
U7LOKA4,2.0,2.0,-0.104504123,0.165934315,845.0
1NH3BME,0.0,1.0,-0.471848077,0.748213864,13.0
Z23ZSWZ,0.0,2.0,-0.435370884,0.643479422,20.0
NTAN63B,0.0,2.0,-0.980160256,0.058761364,84.0
AWX4PU8,1.0,1.0,-0.010666721,0.574283001,110.0
OTQFD8A,0.0,2.0,-0.578823061,0.071434057,90.0
53UK350,1.0,1.0,0.017147308,0.541731955,110.0
8FFF5E3,0.0,1.0,-0.568214734,0.754856596,4.0
Y9FY0IB,1.0,1.0,0.045539304,0.612046523,547.0
6MLWKIU,0.0,4.0,-0.453571454,0.07233926,148.0
M2GM6HC,1.0,2.0,-0.084869628,0.618519976,134.0
JZPTAB4,1.0,1.0,-0.737435656,0.231652897,577.0
7FAVKB8,4.0,4.0,-0.802982687,0.141052372,299.0
6N6BK88,1.0,2.0,-1.009945148,0.121095124,84.0
6N6BK88,2.0,2.0,-0.925894812,0.145201636,83.0
0NJ52GK,0.0,1.0,0.653769231,0.512608636,79.0
U7CJKOI,0.0,1.0,0.273469946,0.502736021,856.0
KNSNC27,3.0,2.0,-0.978735772,-0.072070694,459.0
1I48A4O,0.0,1.0,-0.860050181,0.087915541,154.0
KLCRG1X,0.0,2.0,0.596824325,0.528240445,79.0
VQJWRGJ,1.0,4.0,-0.123449018,0.578753475,43.0
44X4BO7,1.0,2.0,-0.103911538,0.508686591,43.0
7FAMDX0,0.0,1.0,0.212715173,0.575328262,76.0
19LCF1H,0.0,2.0,0.662676675,0.541800078,79.0
9RQE98Z,0.0,2.0,-0.674844231,0.086587045,81.0
08TXX9T,0.0,1.0,-0.813754615,0.103639682,225.0
DM88SVL,0.0,2.0,-0.846578388,0.050193075,189.0
O9EIE1S,0.0,2.0,-0.026483417,0.613528596,104.0
UARYUAX,0.0,1.0,-0.083016001,0.618966265,134.0
PEVE2LW,0.0,4.0,-0.000708621,0.484372566,303.0
PEVE2LW,1.0,2.0,-0.318352629,0.692762726,271.0
4FH86QL,1.0,2.0,0.001706268,0.635818797,104.0
BBKTCQO,0.0,1.0,-0.646748549,0.136820807,398.0
USNOGK2,1.0,2.0,-0.11429175,0.5982842,676.0
A0IQ2SU,2.0,2.0,-0.641965994,0.182909017,197.0
HKR3YIQ,3.0,2.0,0.228048613,0.602205407,76.0
HKR3YIQ,4.0,4.0,-0.173791976,0.499144543,67.0
CXESPZ6,0.0,1.0,2.153530709,0.73449546,855.0
3IHS3NB,2.0,2.0,2.309561359,0.69772405,199.0
F4J4RBH,1.0,1.0,-0.499732483,0.049768708,86.0
W95E0MT,0.0,2.0,-0.966203288,0.110540693,44.0
VY6L99B,0.0,2.0,-0.119776923,0.579098636,43.0
KK0F8CJ,1.0,3.0,-0.96115633,0.03992753,105.0
DHW0XSZ,0.0,3.0,0.280426255,0.541899354,76.0
L08FMFR,1.0,2.0,-0.838970388,0.079926734,154.0
FM4BTT1,2.0,2.0,-1.101578652,0.055312104,180.0
JEGCSRY,1.0,2.0,-0.133776986,0.157004917,845.0
K4CZVIP,0.0,2.0,0.020741726,0.592284001,110.0
K4CZVIP,1.0,2.0,0.062421154,0.507653636,157.0
WZ8UCPE,0.0,1.0,-0.944434175,0.044357606,44.0
XPV05MU,3.0,2.0,-1.600232907,-0.080284135,849.0
N6PPDXI,2.0,2.0,-0.745334614,0.218957727,577.0
7EC211R,0.0,2.0,-0.390778513,0.626788005,20.0
3P8T2HP,2.0,1.0,0.000403402,0.483639879,303.0
3P8T2HP,3.0,2.0,-0.430597388,0.64275934,20.0
JQ60INY,0.0,2.0,-0.076382276,0.545057591,43.0
32VMUF3,2.0,2.0,0.042125485,0.627742259,547.0
M95QLRL,0.0,1.0,-0.132885855,0.578008376,43.0
GDX4VRY,1.0,1.0,-0.745232988,0.231159889,577.0
WYR3S7Q,0.0,4.0,-0.87829192,0.066555312,154.0
YKN4RLQ,1.0,1.0,0.0645733,0.519633503,157.0
TUBZQV4,2.0,2.0,-0.48367271,0.748323829,13.0
OCFKEQ7,0.0,2.0,-0.540149218,0.177144619,78.0
RCQK4FC,0.0,1.0,-0.082163269,0.646141886,134.0
AZW3FW4,1.0,2.0,-1.758539613,0.014867789,196.0
1QK78LL,2.0,1.0,-0.02914826,0.615021336,104.0
7DJ5JME,1.0,1.0,-0.417637529,0.111749521,846.0
NPWPTO3,1.0,1.0,-0.645450765,0.720762183,391.0
69G5ZGH,1.0,3.0,-0.120038462,0.605727045,676.0
69G5ZGH,2.0,1.0,0.268350981,0.517877402,856.0
OVOG7EZ,0.0,2.0,0.272822625,0.544436909,76.0
ECWFYYK,2.0,1.0,-0.771815455,0.086272132,225.0
E3OXBIQ,0.0,2.0,0.663409559,0.515795605,79.0
4WA4ETZ,2.0,2.0,-0.867972809,0.099920621,154.0
VN2S3ND,1.0,3.0,-1.555359282,-0.042967272,849.0
VN2S3ND,2.0,2.0,0.655288462,0.524683636,79.0
YG33379,0.0,1.0,0.0690628,0.577093987,547.0
C9IXVVG,0.0,2.0,-0.008195785,0.472022258,303.0
ZEXB238,1.0,2.0,2.169232,0.712754327,855.0
N0WWEHP,0.0,2.0,-0.014812353,0.605528847,858.0
9AV4GHG,1.0,2.0,-0.028683816,0.63489499,104.0
DMS1IUZ,0.0,1.0,0.034716292,0.581442865,110.0
5D0T295,0.0,2.0,2.173293059,0.730593175,855.0
32CVSJK,0.0,2.0,0.568845575,0.549795652,115.0
TZR61O9,1.0,2.0,-0.44393353,0.037270011,419.0
RKDCOQA,0.0,2.0,-0.830056154,0.061596409,189.0
ANBHYBJ,2.0,2.0,0.033050014,0.629488926,547.0
ANBHYBJ,3.0,2.0,0.22700266,0.60241343,76.0
Y0NMMTW,1.0,2.0,-0.371947809,0.6739247,188.0
80DMPB7,0.0,2.0,-0.630485723,0.068779565,90.0
TYCJ7O6,1.0,2.0,-0.656294714,0.089562113,398.0
PVQ084P,0.0,2.0,0.032932876,0.585102895,110.0
UI9G3AR,0.0,1.0,-0.067958437,0.525417304,149.0
UI9G3AR,1.0,1.0,-8.89e-05,0.551158092,110.0
QQ2MN30,0.0,3.0,-0.540214201,0.177131665,78.0
CTTT2YY,0.0,2.0,-0.35618757,0.747947653,271.0
9Q1MD8A,0.0,2.0,-0.812424906,0.169600906,299.0
2M5HWF1,0.0,1.0,0.07860216,0.601550285,547.0
6GX1Q7H,1.0,2.0,0.013301518,0.554349981,110.0
4VWC430,0.0,1.0,-0.603004675,0.755281818,4.0
EDYF04S,0.0,2.0,-0.9699748,0.086093529,44.0
B15MYLQ,1.0,2.0,-0.121797885,0.606057773,676.0
B15MYLQ,2.0,4.0,-0.594393462,0.756625091,4.0
PU6TFU3,1.0,2.0,0.035913702,0.537934497,110.0
Q18THNG,0.0,1.0,-0.777235654,0.090948447,225.0
A4CBZ4K,0.0,2.0,-0.088954643,0.620465441,134.0
8XNLTPH,0.0,3.0,-0.457536804,0.071298708,86.0
E9DLW21,1.0,2.0,-0.979502079,0.043976831,84.0
1EOMIIU,0.0,2.0,-0.591668361,0.754709563,4.0
I7I4OKF,0.0,1.0,-0.920627045,0.055307366,44.0
YV1LL10,2.0,2.0,-0.506276135,0.792682802,250.0
WZYN6W6,1.0,1.0,-0.734724306,0.22484222,577.0
T795GWB,2.0,1.0,-1.057626229,0.052995679,180.0
MRP6VPM,0.0,2.0,-0.521263248,0.091958575,86.0
CL647OH,0.0,2.0,-0.962680221,0.089453148,44.0
R5BSHUT,1.0,2.0,0.037751368,0.628625165,547.0
FC2QF9I,1.0,4.0,0.26195468,0.609663586,76.0
NRHXWLV,1.0,1.0,-0.184019978,0.465903658,67.0
XSX13GD,1.0,2.0,0.45171929,0.519204519,28.0
GD4K4C7,0.0,1.0,-0.02919553,0.567426604,149.0
X2ZXY59,1.0,1.0,0.025556767,0.484247223,303.0
Z96G6RE,0.0,4.0,-0.935899778,0.139424531,83.0
IL4AT7M,0.0,2.0,-0.131343737,0.524401533,43.0
0HN6GXM,2.0,2.0,0.067034294,0.577349779,157.0
GBA8MQW,0.0,1.0,0.280299547,0.571024727,76.0
D8RDDTG,0.0,2.0,-0.867689284,-0.067872127,193.0
4GTJWMV,0.0,2.0,-0.798466856,0.100207892,225.0
6S5TMLS,0.0,1.0,0.010152004,0.596865296,547.0
ILQYYPW,0.0,2.0,0.220017831,0.586903861,76.0
2VKX0NS,0.0,3.0,-0.065096771,0.53037021,149.0
98HE3VN,2.0,2.0,0.008253388,0.586272607,110.0
U7BHUO5,3.0,4.0,-0.00902631,0.603522893,858.0
3JXF6NP,0.0,2.0,-0.31180058,0.739489551,271.0
NTLQTJ9,1.0,3.0,-0.002192449,0.483819406,303.0
NGHGDOA,2.0,2.0,-0.118460381,0.173264765,845.0
UF6YL7K,0.0,1.0,-0.123414518,0.605944497,676.0
J3VF92A,1.0,2.0,-0.044499117,0.524761193,149.0
J3VF92A,2.0,1.0,-0.118506923,0.503097955,43.0
FF7VOR8,0.0,1.0,0.243407037,0.583882566,76.0
9EV7SL7,0.0,1.0,-0.437367715,0.644669652,20.0
1RWIBMW,1.0,4.0,-0.400621041,0.111851117,846.0
XLHR62K,1.0,2.0,-0.096728846,0.619029318,134.0
5V1ZYD1,0.0,1.0,-0.698730802,0.076851318,81.0
583D8S6,2.0,1.0,-0.596701478,0.037700992,145.0
8TG8978,0.0,2.0,0.64328372,0.565468981,79.0
ZM6WGHV,0.0,1.0,0.256141776,0.553654375,76.0
ZM6WGHV,1.0,2.0,0.04285075,0.538007648,110.0
CO6YDEN,0.0,1.0,0.300645911,0.553907356,274.0
BAD5Z7L,1.0,2.0,-0.061220691,0.506766009,149.0
AE6MSUB,1.0,1.0,0.535308924,0.570210188,578.0
1N0TPVN,0.0,1.0,-0.438702101,0.13283946,846.0
XM5L339,0.0,4.0,-0.37655227,0.627748875,20.0
XM5L339,1.0,2.0,-0.795867803,0.218640374,577.0
Q79SO4W,0.0,2.0,0.250646034,0.506170132,856.0
4VPFOYZ,1.0,3.0,0.540232145,0.559951415,578.0
WF5I3UO,0.0,1.0,-0.914068841,0.062836795,44.0
O2NAP09,0.0,4.0,-0.056210139,0.52539517,149.0
9FGYQR1,2.0,2.0,0.537823449,0.530222384,115.0
DJ98Q0L,1.0,4.0,-0.650062216,0.728934989,391.0
CNSJDHO,0.0,4.0,0.090792415,0.617318135,547.0
I55K4I1,0.0,1.0,-0.6049423,0.720724755,4.0
I55K4I1,1.0,2.0,-0.772836531,0.231222372,577.0
P9I8549,0.0,2.0,0.236032145,0.586232547,76.0
YVBDU2H,3.0,2.0,0.003049631,0.440461093,303.0
6PMGRVP,0.0,2.0,-0.619828878,0.721172044,75.0
1OS6R1K,0.0,1.0,-0.584172445,0.086994789,90.0
I892R6A,0.0,2.0,0.007113931,0.485875258,303.0
T4F7UCN,1.0,1.0,0.235042318,0.587077304,76.0
YDHPN6N,0.0,2.0,-0.874682894,0.05793643,154.0
6RB5OS3,0.0,3.0,0.276600225,0.561004542,76.0
CM2YJLN,0.0,2.0,-0.902025123,-0.119413211,161.0
U8BR01W,0.0,2.0,-0.794895459,0.147131578,299.0
97OX7AA,2.0,1.0,-0.112755529,0.145416067,845.0
OLMFZ4X,1.0,2.0,-0.422550954,0.122576143,846.0
